x, n0
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 1
19, 1
20, 1
21, 1
22, 1
23, 1
24, 1
25, 1
26, 1
27, 1
28, 1
29, 1
30, 1
31, 1
32, 1
33, 1
34, 1
35, 1
36, 2
37, 3
38, 2
39, 2
40, 2
41, 2
42, 2
43, 2
44, 2
45, 2
46, 2
47, 2
48, 2
49, 2
50, 2
51, 2
52, 2
53, 2
54, 3
55, 4
56, 5
57, 3
58, 3
59, 3
60, 3
61, 3
62, 3
63, 3
64, 3
65, 3
66, 3
67, 3
68, 3
69, 3
70, 3
71, 3
72, 4
73, 5
74, 6
75, 7
76, 4
77, 4
78, 4
79, 4
80, 4
81, 4
82, 4
83, 4
84, 4
85, 4
86, 4
87, 4
88, 4
89, 4
90, 5
91, 6
92, 7
93, 8
94, 9
95, 5
96, 5
97, 5
98, 5
99, 5
100, 5
101, 5
102, 5
103, 5
104, 5
105, 5
106, 5
107, 5
108, 6
109, 7
110, 8
111, 9
112, 10
113, 11
114, 6
115, 6
116, 6
117, 6
118, 6
119, 6
120, 6
121, 6
122, 6
123, 6
124, 6
125, 6
126, 7
127, 8
128, 9
129, 10
130, 11
131, 12
132, 13
133, 7
134, 7
135, 7
136, 7
137, 7
138, 7
139, 7
140, 7
141, 7
142, 7
143, 7
144, 8
145, 9
146, 10
147, 11
148, 12
149, 13
150, 14
151, 15
152, 8
153, 8
154, 8
155, 8
156, 8
157, 8
158, 8
159, 8
160, 8
161, 8
162, 9
163, 10
164, 11
165, 12
166, 13
167, 14
168, 15
169, 16
170, 17
171, 9
172, 9
173, 9
174, 9
175, 9
176, 9
177, 9
178, 9
179, 9
180, 10
181, 11
182, 12
183, 13
184, 14
185, 15
186, 16
187, 17
188, 18
189, 19
190, 10
191, 10
192, 10
193, 10
194, 10
195, 10
196, 10
197, 10
198, 11
199, 12
200, 13
201, 14
202, 15
203, 16
204, 17
205, 18
206, 19
207, 20
208, 21
209, 11
210, 11
211, 11
212, 11
213, 11
214, 11
215, 11
216, 12
217, 13
218, 14
219, 15
220, 16
221, 17
222, 18
223, 19
224, 20
225, 21
226, 22
227, 23
228, 12
229, 12
230, 12
231, 12
232, 12
233, 12
234, 13
235, 14
236, 15
237, 16
238, 17
239, 18
240, 19
241, 20
242, 21
243, 22
244, 23
245, 24
246, 25
247, 13
248, 13
249, 13
250, 13
251, 13
252, 14
253, 15
254, 16
255, 17
256, 18
257, 19
258, 20
259, 21
260, 22
261, 23
262, 24
263, 25
264, 26
265, 27
266, 14
267, 14
268, 14
269, 14
270, 15
271, 16
272, 17
273, 18
274, 19
275, 20
276, 21
277, 22
278, 23
279, 24
280, 25
281, 26
282, 27
283, 28
284, 29
285, 15
286, 15
287, 15
288, 16
289, 17
290, 18
291, 19
292, 20
293, 21
294, 22
295, 23
296, 24
297, 25
298, 26
299, 27
300, 28
301, 29
302, 30
303, 31
304, 16
305, 16
306, 17
307, 18
308, 19
309, 20
310, 21
311, 22
312, 23
313, 24
314, 25
315, 26
316, 27
317, 28
318, 29
319, 30
320, 31
321, 32
322, 33
323, 17
324, 18
325, 19
326, 20
327, 21
328, 22
329, 23
330, 24
331, 25
332, 26
333, 27
334, 28
335, 29
336, 30
337, 31
338, 32
339, 33
340, 34
341, 35
342, 19
343, 20
344, 21
345, 22
346, 23
347, 24
348, 25
349, 26
350, 27
351, 28
352, 29
353, 30
354, 31
355, 32
356, 33
357, 34
358, 35
359, 36
360, 38
361, 20
362, 20
363, 20
364, 20
365, 20
366, 20
367, 20
368, 20
369, 20
370, 20
371, 20
372, 20
373, 20
374, 20
375, 20
376, 20
377, 20
378, 21
379, 22
380, 21
381, 21
382, 21
383, 21
384, 21
385, 21
386, 21
387, 21
388, 21
389, 21
390, 21
391, 21
392, 21
393, 21
394, 21
395, 21
396, 22
397, 23
398, 24
399, 22
400, 22
401, 22
402, 22
403, 22
404, 22
405, 22
406, 22
407, 22
408, 22
409, 22
410, 22
411, 22
412, 22
413, 22
414, 23
415, 24
416, 25
417, 26
418, 23
419, 23
420, 23
421, 23
422, 23
423, 23
424, 23
425, 23
