x, n0
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 1
23, 1
24, 1
25, 1
26, 1
27, 1
28, 1
29, 1
30, 1
31, 1
32, 1
33, 1
34, 1
35, 1
36, 1
37, 1
38, 1
39, 1
40, 1
41, 1
42, 1
43, 1
44, 2
45, 3
46, 2
47, 2
48, 2
49, 2
50, 2
51, 2
52, 2
53, 2
54, 2
55, 2
56, 2
57, 2
58, 2
59, 2
60, 2
61, 2
62, 2
63, 2
64, 2
65, 2
66, 3
67, 4
68, 5
69, 3
70, 3
71, 3
72, 3
73, 3
74, 3
75, 3
76, 3
77, 3
78, 3
79, 3
80, 3
81, 3
82, 3
83, 3
84, 3
85, 3
86, 3
87, 3
88, 4
89, 5
90, 6
91, 7
92, 4
93, 4
94, 4
95, 4
96, 4
97, 4
98, 4
99, 4
100, 4
101, 4
102, 4
103, 4
104, 4
105, 4
106, 4
107, 4
108, 4
109, 4
110, 5
111, 6
112, 7
113, 8
114, 9
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 5
122, 5
123, 5
124, 5
125, 5
126, 5
127, 5
128, 5
129, 5
130, 5
131, 5
132, 6
133, 7
134, 8
135, 9
136, 10
137, 11
138, 6
139, 6
140, 6
141, 6
142, 6
143, 6
144, 6
145, 6
146, 6
147, 6
148, 6
149, 6
150, 6
151, 6
152, 6
153, 6
154, 7
155, 8
156, 9
157, 10
158, 11
159, 12
160, 13
161, 7
162, 7
163, 7
164, 7
165, 7
166, 7
167, 7
168, 7
169, 7
170, 7
171, 7
172, 7
173, 7
174, 7
175, 7
176, 8
177, 9
178, 10
179, 11
180, 12
181, 13
182, 14
183, 15
184, 8
185, 8
186, 8
187, 8
188, 8
189, 8
190, 8
191, 8
192, 8
193, 8
194, 8
195, 8
196, 8
197, 8
198, 9
199, 10
200, 11
201, 12
202, 13
203, 14
204, 15
205, 16
206, 17
207, 9
208, 9
209, 9
210, 9
211, 9
212, 9
213, 9
214, 9
215, 9
216, 9
217, 9
218, 9
219, 9
220, 10
221, 11
222, 12
223, 13
224, 14
225, 15
226, 16
227, 17
228, 18
229, 19
230, 10
231, 10
232, 10
233, 10
234, 10
235, 10
236, 10
237, 10
238, 10
239, 10
240, 10
241, 10
242, 11
243, 12
244, 13
245, 14
246, 15
247, 16
248, 17
249, 18
250, 19
251, 20
252, 21
253, 11
254, 11
255, 11
256, 11
257, 11
258, 11
259, 11
260, 11
261, 11
262, 11
263, 11
264, 12
265, 13
266, 14
267, 15
268, 16
269, 17
270, 18
271, 19
272, 20
273, 21
274, 22
275, 23
276, 12
277, 12
278, 12
279, 12
280, 12
281, 12
282, 12
283, 12
284, 12
285, 12
286, 13
287, 14
288, 15
289, 16
290, 17
291, 18
292, 19
293, 20
294, 21
295, 22
296, 23
297, 24
298, 25
299, 13
300, 13
301, 13
302, 13
303, 13
304, 13
305, 13
306, 13
307, 13
308, 14
309, 15
310, 16
311, 17
312, 18
313, 19
314, 20
315, 21
316, 22
317, 23
318, 24
319, 25
320, 26
321, 27
322, 14
323, 14
324, 14
325, 14
326, 14
327, 14
328, 14
329, 14
330, 15
331, 16
332, 17
333, 18
334, 19
335, 20
336, 21
337, 22
338, 23
339, 24
340, 25
341, 26
342, 27
343, 28
344, 29
345, 15
346, 15
347, 15
348, 15
349, 15
350, 15
351, 15
352, 16
353, 17
354, 18
355, 19
356, 20
357, 21
358, 22
359, 23
360, 24
361, 25
362, 26
363, 27
364, 28
365, 29
366, 30
367, 31
368, 16
369, 16
370, 16
371, 16
372, 16
373, 16
374, 17
375, 18
376, 19
377, 20
378, 21
379, 22
380, 23
381, 24
382, 25
383, 26
384, 27
385, 28
386, 29
387, 30
388, 31
389, 32
390, 33
391, 17
392, 17
393, 17
394, 17
395, 17
396, 18
397, 19
398, 20
399, 21
400, 22
401, 23
402, 24
403, 25
404, 26
405, 27
406, 28
407, 29
408, 30
409, 31
410, 32
411, 33
412, 34
413, 35
414, 18
415, 18
416, 18
417, 18
418, 19
419, 20
420, 21
421, 22
422, 23
423, 24
424, 25
425, 26
