x, n0
639, -1
640, -1
641, -1
642, -1
643, -1
644, -1
645, -1
646, -1
647, -1
648, -1
649, -1
650, -1
651, -1
652, -1
653, -1
654, -1
655, -1
656, -1
657, -1
658, -1
659, -1
660, -1
661, -1
662, -1
663, -1
664, -1
665, -1
666, -1
667, -1
668, -1
669, -1
670, -1
671, -1
672, -1
673, -1
674, -1
675, -1
676, -1
677, -1
678, -1
679, -1
680, -1
681, -1
682, -1
683, -1
684, -1
685, -1
686, -1
687, -1
688, -1
689, -1
690, -1
691, -1
692, -1
693, -1
694, -1
695, -1
696, -1
697, -1
698, -1
699, -1
700, -1
701, -1
702, -1
703, -1
704, -1
705, -1
706, -1
707, -1
708, -1
709, -1
710, -1
711, -1
712, -1
713, -1
714, -1
715, -1
716, -1
717, -1
718, -1
719, -1
720, -1
721, -1
722, -1
723, -1
724, -1
725, -1
726, -1
727, -1
728, -1
729, 364
730, 365
731, 366
732, 366
733, 367
734, 369
735, 373
736, 374
737, 376
738, 369
739, 370
740, 372
741, 376
742, 377
743, 379
744, 380
745, 382
746, 387
747, 396
748, 399
749, -1
750, -1
751, -1
752, -1
753, -1
754, -1
755, -1
756, 378
757, 379
758, 381
759, 385
760, 386
761, 388
762, 389
763, 391
764, 396
765, -1
766, -1
767, -1
768, -1
769, -1
770, -1
771, -1
772, -1
773, -1
774, -1
775, -1
776, -1
777, -1
778, -1
779, -1
780, -1
781, -1
782, -1
783, -1
784, -1
785, -1
786, -1
787, -1
788, -1
789, -1
790, -1
791, -1
792, -1
793, -1
794, -1
795, -1
796, -1
797, -1
798, -1
799, -1
